Scenario;Area;Year;Age;Years
SSP1;Tunisia;2020;25+;8.78
SSP1;Tunisia;2025;25+;9.62
SSP1;Tunisia;2030;25+;10.33
SSP1;Tunisia;2035;25+;11.05
SSP1;Tunisia;2040;25+;11.77
SSP1;Tunisia;2045;25+;12.42
SSP1;Tunisia;2050;25+;12.97
SSP1;Tunisia;2055;25+;13.44
SSP1;Tunisia;2060;25+;13.86
SSP1;Tunisia;2065;25+;14.25
SSP1;Tunisia;2070;25+;14.61
SSP1;Tunisia;2075;25+;14.94
SSP1;Tunisia;2080;25+;15.23
SSP1;Tunisia;2085;25+;15.48
SSP1;Tunisia;2090;25+;15.68
SSP1;Tunisia;2095;25+;15.85
SSP1;Tunisia;2100;25+;15.98
SSP1;Turkey;2020;25+;9.13
SSP1;Turkey;2025;25+;9.81
SSP1;Turkey;2030;25+;10.34
SSP1;Turkey;2035;25+;10.84
SSP1;Turkey;2040;25+;11.32
SSP1;Turkey;2045;25+;11.77
SSP1;Turkey;2050;25+;12.15
SSP1;Turkey;2055;25+;12.49
SSP1;Turkey;2060;25+;12.82
SSP1;Turkey;2065;25+;13.12
SSP1;Turkey;2070;25+;13.42
SSP1;Turkey;2075;25+;13.7
SSP1;Turkey;2080;25+;13.96
SSP1;Turkey;2085;25+;14.18
SSP1;Turkey;2090;25+;14.37
SSP1;Turkey;2095;25+;14.53
SSP1;Turkey;2100;25+;14.65
SSP1;Turkmenistan;2020;25+;10.72
SSP1;Turkmenistan;2025;25+;11.04
SSP1;Turkmenistan;2030;25+;11.26
SSP1;Turkmenistan;2035;25+;11.48
SSP1;Turkmenistan;2040;25+;11.7
SSP1;Turkmenistan;2045;25+;11.91
SSP1;Turkmenistan;2050;25+;12.09
SSP1;Turkmenistan;2055;25+;12.25
SSP1;Turkmenistan;2060;25+;12.4
SSP1;Turkmenistan;2065;25+;12.55
SSP1;Turkmenistan;2070;25+;12.7
SSP1;Turkmenistan;2075;25+;12.85
SSP1;Turkmenistan;2080;25+;12.99
SSP1;Turkmenistan;2085;25+;13.11
SSP1;Turkmenistan;2090;25+;13.2
SSP1;Turkmenistan;2095;25+;13.27
SSP1;Turkmenistan;2100;25+;13.32
SSP1;Uganda;2020;25+;6.78
SSP1;Uganda;2025;25+;8.05
SSP1;Uganda;2030;25+;8.99
SSP1;Uganda;2035;25+;9.85
SSP1;Uganda;2040;25+;10.6
SSP1;Uganda;2045;25+;11.24
SSP1;Uganda;2050;25+;11.77
SSP1;Uganda;2055;25+;12.21
SSP1;Uganda;2060;25+;12.6
SSP1;Uganda;2065;25+;12.94
SSP1;Uganda;2070;25+;13.26
SSP1;Uganda;2075;25+;13.54
SSP1;Uganda;2080;25+;13.79
SSP1;Uganda;2085;25+;14.02
SSP1;Uganda;2090;25+;14.23
SSP1;Uganda;2095;25+;14.41
SSP1;Uganda;2100;25+;14.57
SSP1;Ukraine;2020;25+;10.8
SSP1;Ukraine;2025;25+;11.02
SSP1;Ukraine;2030;25+;11.2
SSP1;Ukraine;2035;25+;11.37
SSP1;Ukraine;2040;25+;11.54
SSP1;Ukraine;2045;25+;11.69
SSP1;Ukraine;2050;25+;11.85
SSP1;Ukraine;2055;25+;11.99
SSP1;Ukraine;2060;25+;12.15
SSP1;Ukraine;2065;25+;12.3
SSP1;Ukraine;2070;25+;12.46
SSP1;Ukraine;2075;25+;12.61
SSP1;Ukraine;2080;25+;12.75
SSP1;Ukraine;2085;25+;12.88
SSP1;Ukraine;2090;25+;12.99
SSP1;Ukraine;2095;25+;13.08
SSP1;Ukraine;2100;25+;13.17
SSP1;United Arab Emirates;2020;25+;11.61
SSP1;United Arab Emirates;2025;25+;11.8
SSP1;United Arab Emirates;2030;25+;11.9
SSP1;United Arab Emirates;2035;25+;12.02
SSP1;United Arab Emirates;2040;25+;12.2
SSP1;United Arab Emirates;2045;25+;12.38
SSP1;United Arab Emirates;2050;25+;12.56
SSP1;United Arab Emirates;2055;25+;12.74
SSP1;United Arab Emirates;2060;25+;12.92
SSP1;United Arab Emirates;2065;25+;13.11
SSP1;United Arab Emirates;2070;25+;13.32
SSP1;United Arab Emirates;2075;25+;13.56
SSP1;United Arab Emirates;2080;25+;13.81
SSP1;United Arab Emirates;2085;25+;14.06
SSP1;United Arab Emirates;2090;25+;14.28
SSP1;United Arab Emirates;2095;25+;14.47
SSP1;United Arab Emirates;2100;25+;14.63
SSP1;United Kingdom of Great Britain and Northern Ireland;2020;25+;12.56
SSP1;United Kingdom of Great Britain and Northern Ireland;2025;25+;12.78
SSP1;United Kingdom of Great Britain and Northern Ireland;2030;25+;12.96
SSP1;United Kingdom of Great Britain and Northern Ireland;2035;25+;13.14
SSP1;United Kingdom of Great Britain and Northern Ireland;2040;25+;13.31
SSP1;United Kingdom of Great Britain and Northern Ireland;2045;25+;13.46
SSP1;United Kingdom of Great Britain and Northern Ireland;2050;25+;13.6
SSP1;United Kingdom of Great Britain and Northern Ireland;2055;25+;13.72
SSP1;United Kingdom of Great Britain and Northern Ireland;2060;25+;13.84
SSP1;United Kingdom of Great Britain and Northern Ireland;2065;25+;13.95
SSP1;United Kingdom of Great Britain and Northern Ireland;2070;25+;14.05
SSP1;United Kingdom of Great Britain and Northern Ireland;2075;25+;14.14
